url_num_hyphens_dom,url_path_len,url_domain_len,url_hostname_len,url_num_underscores,url_ip_present,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('form'),html_num_tags('a'),target,html_num_tags
0.0,0.0,17.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
0.0,178.0,11.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,4.0,1,53.0
0.0,23.0,18.0,18.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0,8.0
0.0,18.0,13.0,13.0,2.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0,19.0
0.0,14.0,17.0,17.0,0.0,0.0,0.0,28.0,0.0,0.0,32.0,3.0,17.0,0,82.0
0.0,38.0,15.0,15.0,0.0,0.0,1.0,8.0,1.0,1.0,41.0,1.0,119.0,0,174.0
3.0,10.0,42.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,15.0,17.0,17.0,1.0,0.0,0.0,13.0,0.0,0.0,20.0,1.0,44.0,0,80.0
0.0,104.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
0.0,11.0,12.0,12.0,0.0,1.0,0.0,14.0,0.0,0.0,11.0,1.0,1.0,0,29.0
0.0,17.0,17.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,1.0,4.0,1,24.0
0.0,35.0,14.0,14.0,0.0,0.0,1.0,15.0,0.0,0.0,59.0,1.0,21.0,1,99.0
0.0,23.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,2.0,29.0,0,82.0
2.0,1.0,33.0,33.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,1.0,15.0,1,56.0
0.0,0.0,18.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,310.0,1.0,114.0,0,441.0
0.0,22.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,2.0,29.0,0,82.0
3.0,10.0,43.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,9.0,11.0,11.0,0.0,0.0,2.0,43.0,0.0,0.0,85.0,1.0,58.0,0,191.0
0.0,28.0,13.0,13.0,1.0,0.0,0.0,5.0,0.0,2.0,66.0,0.0,179.0,0,254.0
0.0,1.0,13.0,13.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,1.0,7.0,1,39.0
0.0,70.0,8.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,14.0,1.0,8.0,0,27.0
0.0,33.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,9.0
0.0,1.0,20.0,20.0,3.0,0.0,1.0,24.0,0.0,0.0,139.0,2.0,117.0,1,285.0
0.0,57.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,8.0
1.0,0.0,31.0,31.0,0.0,0.0,0.0,8.0,0.0,0.0,303.0,3.0,192.0,0,508.0
0.0,8.0,14.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1,5.0
0.0,1.0,44.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,5.0
0.0,13.0,17.0,17.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0,19.0
0.0,31.0,12.0,12.0,0.0,1.0,0.0,6.0,0.0,0.0,17.0,1.0,1.0,1,27.0
1.0,0.0,31.0,31.0,0.0,0.0,0.0,11.0,0.0,0.0,206.0,2.0,122.0,0,343.0
0.0,17.0,18.0,18.0,0.0,0.0,0.0,25.0,0.0,0.0,30.0,3.0,20.0,0,80.0
1.0,106.0,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
0.0,0.0,19.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,183.0,1.0,564.0,0,754.0
1.0,1.0,28.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,64.0,11.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,261.0,4.0,201.0,1,477.0
0.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1,7.0
0.0,37.0,18.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,117.0,3.0,120.0,0,256.0
0.0,1.0,19.0,19.0,0.0,0.0,0.0,21.0,0.0,0.0,66.0,0.0,129.0,0,218.0
2.0,10.0,43.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,33.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,9.0
0.0,31.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,9.0
0.0,61.0,16.0,16.0,0.0,0.0,1.0,7.0,0.0,0.0,55.0,3.0,49.0,1,118.0
0.0,8.0,6.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,120.0,0.0,87.0,1,217.0
4.0,34.0,48.0,48.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,1.0,2.0,1,19.0
0.0,8.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,5.0,1,18.0
1.0,10.0,24.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,18.0,1,64.0
1.0,0.0,27.0,27.0,0.0,0.0,0.0,8.0,0.0,0.0,265.0,2.0,123.0,0,400.0
0.0,18.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2.0
0.0,38.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1,7.0
1.0,9.0,25.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,18.0,1,64.0
1.0,1.0,20.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1.0,19.0,1,70.0
0.0,11.0,17.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0
0.0,10.0,26.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,1.0,15.0,1,47.0
0.0,34.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1,8.0
0.0,0.0,17.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,118.0,1.0,34.0,0,167.0
1.0,10.0,22.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,1.0,13.0,1,88.0
0.0,10.0,20.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,0.0,28.0,28.0,0.0,0.0,0.0,13.0,0.0,0.0,2087.0,1.0,1315.0,0,3418.0
0.0,6.0,21.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,1,16.0
0.0,0.0,37.0,37.0,0.0,0.0,0.0,27.0,0.0,0.0,69.0,1.0,101.0,0,200.0
0.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,4.0
2.0,65.0,20.0,20.0,0.0,0.0,1.0,104.0,0.0,0.0,224.0,2.0,60.0,1,397.0
2.0,43.0,42.0,42.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,1.0,6.0,1,27.0
1.0,0.0,14.0,14.0,0.0,0.0,0.0,23.0,0.0,0.0,27.0,1.0,31.0,0,84.0
0.0,27.0,16.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,66.0,1.0,87.0,0,167.0
0.0,32.0,22.0,22.0,1.0,0.0,0.0,42.0,0.0,0.0,64.0,2.0,4.0,0,114.0
4.0,34.0,48.0,48.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,1.0,2.0,1,19.0
0.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,1,32.0
2.0,1.0,37.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,55.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,8.0
0.0,83.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,9.0
0.0,15.0,12.0,12.0,0.0,1.0,0.0,16.0,0.0,0.0,100.0,0.0,65.0,1,183.0
0.0,1127.0,16.0,16.0,0.0,0.0,12.0,35.0,0.0,0.0,228.0,1.0,75.0,0,353.0
0.0,0.0,22.0,22.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,4.0
0.0,64.0,9.0,9.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,15.0,0,26.0
0.0,10.0,27.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,1.0,15.0,1,47.0
0.0,0.0,31.0,31.0,0.0,0.0,0.0,13.0,0.0,0.0,2087.0,1.0,1315.0,0,3418.0
0.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
0.0,15.0,17.0,17.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0,19.0
0.0,58.0,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1,7.0
0.0,0.0,13.0,13.0,0.0,0.0,0.0,18.0,0.0,0.0,219.0,1.0,344.0,0,584.0
0.0,1.0,27.0,27.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,1.0,65.0,1,114.0
0.0,17.0,17.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,1.0,4.0,1,24.0
0.0,48.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0,9.0
1.0,0.0,22.0,22.0,0.0,0.0,0.0,108.0,0.0,0.0,452.0,7.0,101.0,0,670.0
3.0,23.0,68.0,68.0,1.0,0.0,0.0,9.0,0.0,0.0,9.0,1.0,2.0,1,23.0
0.0,13.0,13.0,13.0,0.0,1.0,1.0,21.0,0.0,0.0,62.0,1.0,123.0,0,210.0
1.0,66.0,20.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,1.0,21.0,0,45.0
0.0,18.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,33.0,2.0,29.0,0,83.0
2.0,49.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,5.0
2.0,0.0,25.0,25.0,0.0,0.0,6.0,13.0,0.0,0.0,121.0,0.0,375.0,0,517.0
0.0,244.0,13.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,8.0
0.0,53.0,11.0,11.0,0.0,0.0,0.0,9.0,0.0,0.0,43.0,0.0,48.0,0,102.0
0.0,40.0,29.0,29.0,0.0,0.0,0.0,14.0,0.0,0.0,125.0,1.0,110.0,0,252.0
0.0,157.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,8.0
2.0,6.0,25.0,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1,6.0
1.0,1.0,21.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,92.0,1,138.0
1.0,17.0,21.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,17.0,11.0,11.0,0.0,1.0,0.0,10.0,0.0,0.0,43.0,1.0,22.0,1,78.0
0.0,37.0,22.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
0.0,9.0,16.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0,1,17.0
2.0,1.0,22.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,148.0,2.0,39.0,1,193.0
1.0,10.0,20.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,18.0,1,64.0
2.0,10.0,26.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,1.0,13.0,1,88.0
1.0,1.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,6.0
1.0,13.0,34.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,1.0,26.0,1,118.0
0.0,7.0,14.0,14.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0,23.0
1.0,17.0,28.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,16.0,1,62.0
0.0,1.0,19.0,19.0,0.0,0.0,1.0,10.0,0.0,0.0,39.0,1.0,12.0,1,65.0
0.0,35.0,15.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
0.0,33.0,16.0,16.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,6.0
0.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0,14.0
0.0,25.0,15.0,15.0,0.0,1.0,0.0,7.0,0.0,0.0,37.0,1.0,7.0,1,54.0
0.0,507.0,11.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
0.0,1.0,36.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0
0.0,0.0,17.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,103.0,0.0,77.0,0,190.0
0.0,23.0,17.0,17.0,0.0,0.0,0.0,22.0,0.0,0.0,156.0,2.0,65.0,0,247.0
0.0,38.0,12.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,1,14.0
0.0,24.0,18.0,18.0,0.0,0.0,1.0,4.0,0.0,0.0,28.0,1.0,5.0,1,41.0
0.0,25.0,11.0,11.0,0.0,1.0,1.0,24.0,0.0,0.0,74.0,0.0,111.0,1,212.0
0.0,122.0,14.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
0.0,26.0,21.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,3.0,1,16.0
0.0,13.0,23.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,2.0,1.0,1,28.0
0.0,22.0,13.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1,6.0
0.0,4.0,13.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1,5.0
0.0,22.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,32.0,2.0,29.0,0,82.0
0.0,33.0,20.0,20.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,6.0
1.0,10.0,26.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,1.0,13.0,1,88.0
0.0,34.0,15.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0
0.0,1.0,18.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1,5.0
0.0,144.0,7.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0,8.0
0.0,48.0,21.0,21.0,1.0,0.0,0.0,13.0,0.0,0.0,76.0,2.0,186.0,1,279.0
0.0,6.0,13.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,1.0,5.0,1,29.0
0.0,28.0,26.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,5.0,0.0,1,63.0
0.0,23.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,33.0,2.0,29.0,0,83.0
0.0,55.0,17.0,17.0,0.0,0.0,0.0,18.0,0.0,0.0,20.0,0.0,21.0,0,61.0
1.0,1.0,31.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,18.0,1,64.0
0.0,10.0,17.0,17.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0,19.0
0.0,0.0,18.0,18.0,0.0,0.0,0.0,7.0,0.0,0.0,214.0,0.0,216.0,0,439.0
0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,7.0
1.0,13.0,34.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,88.0,1.0,26.0,1,118.0
1.0,0.0,21.0,21.0,0.0,0.0,1.0,6.0,0.0,0.0,168.0,2.0,352.0,0,531.0
0.0,1.0,34.0,34.0,0.0,0.0,0.0,27.0,0.0,0.0,66.0,1.0,7.0,1,103.0
0.0,1.0,15.0,15.0,0.0,0.0,0.0,28.0,0.0,0.0,86.0,1.0,16.0,1,135.0
0.0,19.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,8.0,1,37.0
0.0,0.0,17.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,183.0,1.0,564.0,0,754.0
0.0,58.0,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1,7.0
0.0,7.0,17.0,17.0,0.0,0.0,0.0,8.0,0.0,0.0,31.0,1.0,390.0,0,432.0
0.0,19.0,13.0,13.0,0.0,0.0,1.0,42.0,0.0,0.0,14.0,2.0,0.0,0,63.0
0.0,23.0,12.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,1.0,0,12.0
0.0,51.0,23.0,23.0,3.0,0.0,0.0,2.0,0.0,1.0,23.0,1.0,9.0,1,38.0
0.0,12.0,15.0,15.0,0.0,0.0,0.0,23.0,0.0,0.0,63.0,1.0,9.0,1,98.0
1.0,10.0,21.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,41.0,1.0,92.0,1,138.0
0.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0,14.0
